9.490196108818054199e-01 1.215686276555061340e-01 4.705882444977760315e-02
9.725490212440490723e-01 2.235294133424758911e-01 1.137254908680915833e-01
9.529411792755126953e-01 1.254902034997940063e-01 5.098039284348487854e-02
9.607843160629272461e-01 2.117647081613540649e-01 1.019607856869697571e-01
9.647058844566345215e-01 1.372549086809158325e-01 6.274510174989700317e-02
9.647058844566345215e-01 2.156862765550613403e-01 1.058823540806770325e-01
9.607843160629272461e-01 1.333333402872085571e-01 5.098039284348487854e-02
9.764705896377563477e-01 2.274509817361831665e-01 1.176470592617988586e-01
9.647058844566345215e-01 1.372549086809158325e-01 5.490196123719215393e-02
9.607843160629272461e-01 2.156862765550613403e-01 1.058823540806770325e-01
9.921568632125854492e-01 3.019607961177825928e-01 2.078431397676467896e-01
9.607843160629272461e-01 1.333333402872085571e-01 5.098039284348487854e-02
9.725490212440490723e-01 2.235294133424758911e-01 1.137254908680915833e-01
9.882352948188781738e-01 2.980392277240753174e-01 2.039215713739395142e-01
9.882352948188781738e-01 1.607843190431594849e-01 7.843137532472610474e-02
9.843137264251708984e-01 2.392156869173049927e-01 1.294117718935012817e-01
9.764705896377563477e-01 2.784313857555389404e-01 1.843137294054031372e-01
9.725490212440490723e-01 1.529411822557449341e-01 6.666667014360427856e-02
9.647058844566345215e-01 2.274509817361831665e-01 1.098039224743843079e-01
9.843137264251708984e-01 2.980392277240753174e-01 1.921568661928176880e-01
9.490196108818054199e-01 1.294117718935012817e-01 4.313725605607032776e-02
9.686274528503417969e-01 2.274509817361831665e-01 1.137254908680915833e-01
9.843137264251708984e-01 2.980392277240753174e-01 1.921568661928176880e-01
8.745098114013671875e-01 9.803921729326248169e-02 5.490196123719215393e-02
9.607843160629272461e-01 1.411764770746231079e-01 5.490196123719215393e-02
9.607843160629272461e-01 2.196078449487686157e-01 1.058823540806770325e-01
9.803921580314636230e-01 2.941176593303680420e-01 1.882352977991104126e-01
9.882352948188781738e-01 3.215686380863189697e-01 2.313725501298904419e-01
8.784313797950744629e-01 1.019607856869697571e-01 5.098039284348487854e-02
9.803921580314636230e-01 1.607843190431594849e-01 6.666667014360427856e-02
9.372549057006835938e-01 1.882352977991104126e-01 7.450980693101882935e-02
9.764705896377563477e-01 2.901960909366607666e-01 1.686274558305740356e-01
9.843137264251708984e-01 3.176470696926116943e-01 2.274509817361831665e-01
8.784313797950744629e-01 1.019607856869697571e-01 5.098039284348487854e-02
9.686274528503417969e-01 1.490196138620376587e-01 5.882352963089942932e-02
9.411764740943908691e-01 1.921568661928176880e-01 7.843137532472610474e-02
9.764705896377563477e-01 2.901960909366607666e-01 1.686274558305740356e-01
9.843137264251708984e-01 3.176470696926116943e-01 2.235294133424758911e-01
8.980392217636108398e-01 1.215686276555061340e-01 7.058823853731155396e-02
9.686274528503417969e-01 1.490196138620376587e-01 5.882352963089942932e-02
9.529411792755126953e-01 2.039215713739395142e-01 9.019608050584793091e-02
9.686274528503417969e-01 2.823529541492462158e-01 1.607843190431594849e-01
9.882352948188781738e-01 3.215686380863189697e-01 2.313725501298904419e-01
8.901960849761962891e-01 1.176470592617988586e-01 5.098039284348487854e-02
9.529411792755126953e-01 1.647058874368667603e-01 6.274510174989700317e-02
9.607843160629272461e-01 2.156862765550613403e-01 1.019607856869697571e-01
9.803921580314636230e-01 2.705882489681243896e-01 1.607843190431594849e-01
9.882352948188781738e-01 3.176470696926116943e-01 2.156862765550613403e-01
8.901960849761962891e-01 1.176470592617988586e-01 5.098039284348487854e-02
