4.156862795352935791e-01 1.568627543747425079e-02 7.843137718737125397e-03
4.156862795352935791e-01 1.568627543747425079e-02 7.843137718737125397e-03
4.196078479290008545e-01 1.960784383118152618e-02 1.176470611244440079e-02
4.156862795352935791e-01 1.568627543747425079e-02 7.843137718737125397e-03
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.196078479290008545e-01 7.843137718737125397e-03 7.843137718737125397e-03
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.196078479290008545e-01 1.176470611244440079e-02 7.843137718737125397e-03
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.313725531101226807e-01 1.960784383118152618e-02 7.843137718737125397e-03
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.235294163227081299e-01 1.568627543747425079e-02 1.176470611244440079e-02
4.313725531101226807e-01 1.960784383118152618e-02 7.843137718737125397e-03
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.960784383118152618e-02 1.568627543747425079e-02
4.235294163227081299e-01 1.176470611244440079e-02 0.000000000000000000e+00
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.176470611244440079e-02 1.176470611244440079e-02
4.274509847164154053e-01 1.960784383118152618e-02 1.568627543747425079e-02
